ticker,risk_tier,risk_label,risk_score,prob_low,prob_medium,prob_high,environmental_score,social_score,governance_score,total_esg_score,esg_rating,controversy_score,carbon_intensity,water_usage_score,country,sector,action,allocation,alert,review,esg_status,fund_eligible,reason,alternative,return_5d,return_20d,return_60d,return_200d,vol_20d,vol_60d,momentum_60d,momentum_200d,rsi_14,macd,max_drawdown,vol_ratio_20d,price_52w_high,price_52w_low,range_52w_pct,latest_price,emb_norm,emb_pc1,emb_pc2,emb_pc3,risk_color,sector_risk_pct,overall_risk_pct,as_of_date
DLTR,0,Low,31.786,0.8516,0.1484,0.0,37.13,65.14,77.97,57.79,A,15.88,210.62,54.71,USA,Consumer,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.00643,-0.0814,-0.1914,0.09115,0.025978,0.023287,-0.11733,-0.04505,50.67,-3.03054,-0.64838,1.1224,174.08,61.21,1.844,106.42,4.442974708322983,-0.6189645280396433,-1.754344783537214,-2.452513201837507,#27ae60,0.2,0.3544,2026-04-27
DPLM.L,0,Low,28.938,0.8545,0.1389,0.0065,41.42,68.12,59.16,54.75,A,0.0,224.82,0.0,UK,UK_RealEstate,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.06758,0.18182,0.10256,0.30336,0.041792,0.027027,0.12475,0.1564,51.49,194.18621,-0.39269,2.0782,6240.0,1153.74,4.4085,6240.0,8.405052725705195,3.35974728568425,1.731097844306168,1.8003205106240228,#27ae60,0.375,0.2253,2026-04-27
DRREDDY.NS,0,Low,33.267,0.9207,0.0793,0.0,49.37,61.01,59.64,55.94,A,27.31,114.16,41.81,India,India_Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,-0.06679,-0.08938,-0.04784,-0.10626,0.017702,0.017006,-0.04586,-0.05092,51.03,-16.68004,-0.32996,0.5871,1403.59,479.99,1.9242,1196.1,4.070324617214772,-1.833692994082975,-0.5016251061094722,-0.9749006112452424,#27ae60,0.9,0.3929,2026-04-27
DUK,1,Medium,41.088,0.0057,0.9943,0.0,42.82,55.49,53.31,49.77,BBB,33.34,229.17,65.56,USA,Utilities,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.00084,0.00565,0.13316,0.18046,0.009482,0.009169,0.04861,0.08781,48.81,0.96716,-0.37372,1.4047,133.46,50.59,1.6383,131.82,4.209633304998247,-2.8800165942127767,-0.1155638364606426,1.5061354440926824,#f39c12,0.3,0.6181,2026-04-27
DVN,1,Medium,49.311,0.0157,0.9843,0.0,23.32,52.07,32.74,34.77,BB,45.37,124.75,59.77,USA,Energy,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.03047,0.12028,0.39127,0.49487,0.018255,0.018776,0.14252,0.35374,51.2,1.60976,-0.84275,1.9513,66.69,3.95,15.8718,49.95,8.652026983078324,-1.2589390600210637,2.151609442073527,6.092952694306883,#f39c12,0.5294,0.8132,2026-04-27
EA,0,Low,26.32,0.9738,0.0262,0.0,69.34,68.4,76.39,71.17,AAA,28.74,118.95,45.19,USA,Communications,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.00681,0.02349,-0.00038,0.3547,0.002559,0.005005,0.01121,0.08259,50.34,0.83713,-0.30545,0.7897,204.6,76.46,1.676,203.95,3.7842600666183563,-2.272876980394206,-0.6207354807388619,-1.6259210647791664,#27ae60,0.1875,0.1319,2026-04-27
ECL,1,Medium,46.488,0.013,0.9803,0.0067,37.52,26.69,56.67,40.02,BBB,28.22,299.46,48.83,USA,Materials,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.00088,-0.06704,-0.0323,0.01581,0.014403,0.013409,-0.06924,-0.03405,49.02,-5.47406,-0.437,1.2788,307.53,117.44,1.6185,262.26,4.298842196853895,-2.2375696072418507,-0.1714269079507402,1.8384159627185768,#f39c12,0.1,0.7308,2026-04-27
ED,1,Medium,35.553,0.0455,0.9545,0.0,60.91,50.12,56.83,56.45,A,16.88,302.82,51.21,USA,Utilities,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.00944,0.02379,0.15152,0.16431,0.01003,0.010556,0.04915,0.12837,48.78,1.0322,-0.30905,0.9324,115.46,52.58,1.1957,114.46,4.225186052706387,-2.871648761799943,-0.1215096222348018,1.3094849453211972,#f39c12,0.05,0.4643,2026-04-27
ELGIEQUIP.NS,1,Medium,50.352,0.0139,0.9828,0.0033,38.1,49.11,45.7,43.68,BBB,47.56,306.56,43.87,India,India_Industrial,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.01954,-0.06896,0.03384,-0.08743,0.021418,0.027841,0.00386,-0.02734,56.22,-5.50689,-0.6578,1.1724,763.86,50.53,14.1179,482.65,4.507867927559023,-1.8087724000504573,-1.1822530187023077,1.3392655678046033,#f39c12,0.7,0.8407,2026-04-27
EMAMILTD.NS,1,Medium,40.347,0.0693,0.9274,0.0033,38.35,65.71,61.03,53.36,A,30.44,284.99,26.78,India,India_Consumer,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.04375,-0.13044,-0.20426,-0.27066,0.018623,0.015195,-0.1154,-0.21597,54.01,-17.5865,-0.64214,1.0713,807.65,136.67,4.9093,410.3,5.3013678739429695,-0.922286414307212,-1.5930218885869625,-1.0560333362511831,#f39c12,0.6,0.5934,2026-04-27
EMN,1,Medium,54.387,0.0306,0.9694,0.0,0.0,52.21,13.52,19.72,CCC,19.32,326.44,59.55,USA,Materials,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.02757,0.08402,0.09694,0.03587,0.026185,0.022502,0.03409,0.11831,50.44,0.75589,-0.53133,1.5537,108.55,31.06,2.4943,74.55,5.728499478995366,-1.6801473122745545,0.1138978130489807,3.0489303658227453,#f39c12,0.6,0.9231,2026-04-27
EMR,1,Medium,43.675,0.0153,0.9847,0.0,33.79,35.08,51.82,39.59,BB,24.17,235.36,48.37,USA,Industrial,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.09197,-0.04592,-0.06043,0.05922,0.021782,0.02304,-0.05833,-0.01251,50.16,-2.89805,-0.50772,1.0084,161.07,33.4,3.8226,134.64,3.6544315493369903,-2.6174532328907407,-0.32684296519826,0.5804246629601939,#f39c12,0.3158,0.6731,2026-04-27
ENQ.L,1,Medium,41.094,0.0945,0.8956,0.0099,54.36,38.7,57.99,50.75,A,43.17,142.91,41.06,UK,UK_Energy,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.07143,0.1246,0.99331,0.47246,0.042841,0.034773,0.32726,0.61195,52.02,0.97949,-0.751,2.4891,36.48,7.4,3.928,20.85,8.9373591867561,1.69562349848138,2.5580117988211635,2.787600903594318,#f39c12,0.1111,0.6209,2026-04-27
EOG,1,Medium,54.516,0.0067,0.9867,0.0066,21.22,38.4,56.03,36.82,BB,51.46,291.12,46.91,USA,Energy,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.03776,0.09539,0.37923,0.19744,0.017466,0.017704,0.16288,0.25064,51.18,4.99985,-0.71905,1.2794,149.89,22.55,5.6479,144.23,8.528151089345462,-1.2700416644304404,2.073939169548228,6.075016787864907,#f39c12,0.8824,0.9286,2026-04-27
EQIX,0,Low,28.512,0.9108,0.0892,0.0,56.83,56.74,65.69,59.46,A,8.15,208.87,43.95,USA,RealEstate,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.04485,0.06602,0.29531,0.15592,0.009441,0.01867,0.11452,0.23728,50.3,19.64014,-0.41768,1.1997,1016.08,301.77,2.367,1007.29,3.6387386428307784,-2.314148514277554,-0.1139726387097165,-0.4843630430837232,#27ae60,0.1765,0.206,2026-04-27
EQR,0,Low,28.511,0.9582,0.0418,0.0,43.5,60.56,63.41,54.59,A,10.18,104.67,39.99,USA,RealEstate,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.02783,-0.01996,-0.03071,-0.08654,0.011761,0.013328,-0.01097,-0.02102,48.93,-0.36111,-0.45905,1.2448,79.08,37.4,1.1146,60.21,3.661369869985892,-2.390634970279267,-0.7936130391934693,-0.5824038343836675,#27ae60,0.1176,0.2033,2026-04-27
EQT,1,Medium,43.7,0.0464,0.9536,0.0,32.92,42.58,46.0,39.75,BB,36.34,108.7,48.05,USA,Energy,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.05819,-0.02475,0.16592,0.0313,0.020439,0.020751,0.02705,0.08755,52.25,0.19906,-0.76891,1.2647,67.93,4.65,13.6212,60.69,5.702690152419414,-1.969462128993965,0.8944216120466595,3.804443061389621,#f39c12,0.1765,0.6758,2026-04-27
ESS,1,Medium,38.231,0.0577,0.9357,0.0066,43.63,31.2,60.32,44.91,BBB,24.94,123.07,73.75,USA,RealEstate,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.0345,-0.01708,-0.02324,-0.09065,0.0108,0.012647,-0.00353,-0.02901,47.69,-1.29953,-0.44842,1.2074,308.18,145.69,1.1154,248.3,3.6703189491717434,-2.569966227864773,-0.8042961753518794,-0.1879010601486306,#f39c12,0.7647,0.5549,2026-04-27
ETR,1,Medium,40.168,0.0096,0.9904,0.0,45.48,50.44,53.17,49.28,BBB,17.01,347.93,35.08,USA,Utilities,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.0253,0.0881,0.25692,0.43537,0.01903,0.014466,0.1166,0.21838,50.11,2.94523,-0.41994,1.0391,114.9,31.42,2.6573,113.87,4.201700915601843,-2.8235746242935598,-0.067460256460982,1.41265788821651,#f39c12,0.2,0.5879,2026-04-27
EVRG,1,Medium,53.567,0.0,1.0,0.0,46.36,45.98,57.2,49.5,BBB,33.28,657.7,40.38,USA,Utilities,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.01532,0.00491,0.1453,0.27408,0.009786,0.010448,0.04404,0.11689,46.85,0.52071,-0.38792,0.9937,83.7,35.46,1.3608,82.84,4.379193214896054,-2.7516671908397097,-0.0492707405371459,1.89723237032774,#f39c12,0.85,0.9011,2026-04-27
EXC,1,Medium,47.848,0.0018,0.9982,0.0,29.5,50.11,52.31,42.52,BBB,17.82,496.54,85.7,USA,Utilities,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.00122,-0.00183,0.13855,0.18825,0.012827,0.013887,0.05001,0.09633,48.86,0.36231,-0.40036,1.0497,50.29,17.24,1.9169,49.05,4.629718859214289,-2.654892118322041,-0.0682267549964144,1.920037864987364,#f39c12,0.55,0.7692,2026-04-27
EXPN.L,0,Low,34.361,0.812,0.188,0.0,47.83,52.18,59.76,52.71,A,15.08,220.91,43.52,UK,UK_Industrial,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.02777,-0.0676,-0.26035,-0.32795,0.014916,0.023041,-0.06037,-0.23749,51.33,-38.74287,-0.419,2.1512,4087.81,1848.68,1.2112,2572.5,4.143804204193802,-0.4195054333012869,-2.100650240854204,-0.2102606512196267,#27ae60,0.3333,0.4286,2026-04-27
FANG,1,Medium,50.265,0.0067,0.9933,0.0,7.46,65.42,33.13,32.55,BB,31.84,263.31,100.0,USA,Energy,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.01586,0.06912,0.3319,0.34056,0.017504,0.018039,0.13088,0.28693,49.57,5.6939,-0.86158,1.5303,202.19,12.16,15.6271,195.5,7.2726224831859865,-1.730919457420978,1.5410720692035642,4.997004765363866,#f39c12,0.6471,0.8379,2026-04-27
FCX,1,Medium,61.087,0.0238,0.9632,0.013,31.39,51.07,39.92,39.85,BB,48.69,576.26,12.16,USA,Materials,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.1118,0.00446,0.12341,0.48935,0.033412,0.032095,-0.00312,0.24693,52.5,-0.24343,-0.62086,0.9936,68.82,4.96,12.8823,60.76,5.030780640953852,-1.210640907396205,0.6608932090468185,2.1681388028176585,#f39c12,0.85,0.967,2026-04-27
FDM.L,0,Low,29.155,0.8828,0.1139,0.0033,50.53,70.09,65.35,60.84,AA,24.33,87.44,78.77,UK,UK_Technology,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,-0.07266,-0.28886,-0.2527,-0.54117,0.019734,0.024719,-0.28511,-0.31863,49.07,-10.4004,-0.92859,2.0944,1358.38,97.0,13.0039,97.0,29.445554118976407,22.50700781078564,-12.869857702015551,-1.433454878725827,#27ae60,0.6667,0.2363,2026-04-27
FE,1,Medium,37.068,0.0287,0.9713,0.0,24.5,55.11,58.52,43.89,BBB,8.56,233.17,69.91,USA,Utilities,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.0115,0.00078,0.15211,0.32184,0.009493,0.009636,0.04427,0.13421,47.03,0.36149,-0.47683,1.0186,51.76,21.24,1.4367,51.0,4.197653573164238,-2.8596023904973946,-0.101279332655737,1.353179040335733,#f39c12,0.1,0.5137,2026-04-27
FEDERALBNK.NS,0,Low,34.232,0.9184,0.0816,0.0,40.59,55.77,68.51,53.52,A,30.45,69.11,49.38,India,India_Finance,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.02172,-0.05022,0.07187,0.34631,0.0249,0.021985,-0.00605,0.15838,51.54,-3.22093,-0.65533,0.6079,299.85,35.7,7.3988,275.15,4.7003574882890895,-1.8912030217530535,-0.2051523810825659,-1.986192513105151,#27ae60,0.7778,0.4203,2026-04-27
FERG.L,1,Medium,44.522,0.0588,0.9247,0.0165,44.41,62.29,37.07,47.57,BBB,32.15,318.6,46.94,UK,UK_Utilities,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.05341,0.01778,0.01087,0.11931,0.017036,0.016321,-0.02161,0.01094,50.13,-101.6193,-0.46251,0.0483,19509.06,4080.43,3.7811,17750.0,17.446269293073218,9.012161961281096,0.55410311276712,9.589952482816557,#f39c12,0.4,0.6951,2026-04-27
FFIV,0,Low,19.845,0.9468,0.0499,0.0033,79.68,59.17,74.88,72.09,AAA,16.01,58.42,30.7,USA,Technology,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.10499,0.08331,0.14732,0.07896,0.020489,0.02365,0.10419,0.07633,49.8,5.94925,-0.47417,1.1535,343.17,90.55,2.7898,309.1,6.73933930432875,1.973426110773613,2.827610536702212,-3.018872139125301,#27ae60,0.069,0.0165,2026-04-27
FMC,1,Medium,53.361,0.0602,0.9232,0.0166,39.66,35.34,49.12,41.2,BBB,51.28,309.48,54.23,USA,Materials,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.05439,0.25527,0.18084,-0.55817,0.036216,0.042673,0.16945,-0.27984,49.05,0.8174,-0.90074,2.8133,121.42,12.05,9.0745,17.64,7.833970318139952,0.1442867754126377,-0.7187951655486052,2.2928863936439243,#f39c12,0.4,0.8901,2026-04-27
FORTIS.NS,0,Low,30.24,0.905,0.095,0.0,46.24,62.96,66.73,57.4,A,22.69,82.09,58.29,India,India_Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.03181,-0.08784,-0.11106,0.09962,0.022812,0.018963,-0.03801,-0.06952,56.37,-21.25167,-0.30982,0.8957,1097.9,112.79,8.7341,840.05,5.0837885792517845,0.2098545005223555,0.8580654049249469,-1.627200428682298,#27ae60,0.5,0.2747,2026-04-27
FOX,1,Medium,36.721,0.2842,0.7158,0.0,47.46,73.82,61.52,59.58,A,47.46,90.89,50.74,USA,Communications,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,-0.00056,-0.00537,-0.20002,0.08149,0.009432,0.017741,-0.04797,-0.03533,50.26,-0.23541,-0.50699,1.6079,67.4,18.21,2.7004,53.75,3.771601568542708,-2.098706577767271,-1.0818939957397844,-2.012107929711488,#f39c12,0.875,0.5055,2026-04-27
FRES.L,2,High,64.775,0.0128,0.3471,0.6401,15.45,30.56,53.09,31.27,BB,51.5,563.41,4.79,UK,UK_Materials,SELL / DIVEST,Remove from portfolio,RED,Immediate,Non Compliant,No,"Poor ESG practices, high carbon, serious controversies",No Low Risk alternative in same sector,0.06014,-0.04238,-0.03965,1.33354,0.036574,0.038777,-0.09437,0.27213,50.85,-99.39925,-0.67542,0.7957,4448.0,439.99,9.1094,3367.0,7.5100485195924325,2.0463471406913043,0.696269716527818,4.629331411583898,#e74c3c,1.0,0.9945,2026-04-27
FTV,1,Medium,53.564,0.0067,0.9933,0.0,32.48,55.14,49.54,44.4,BBB,46.42,437.93,33.47,USA,Industrial,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.06061,0.01033,0.03119,0.08443,0.015204,0.0221,0.01278,0.08616,50.31,-0.12403,-0.52646,0.9446,64.46,25.83,1.4955,56.87,3.604299023365144,-2.696469482613405,-0.3145982426430042,0.6385088536652339,#f39c12,0.9474,0.8984,2026-04-27
FUTR.L,0,Low,32.828,0.8322,0.1678,0.0,60.56,54.4,70.2,61.6,AA,30.56,153.95,73.51,UK,UK_Communications,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,-0.29394,-0.38275,-0.47339,-0.61119,0.055582,0.039808,-0.38014,-0.53839,50.91,-37.16115,-0.92969,2.9947,3908.28,274.8,13.2223,274.8,15.807187719232815,8.135609573033822,-7.502115048145866,-3.1884816145360784,#27ae60,0.75,0.3791,2026-04-27
GAIL.NS,1,Medium,46.762,0.0349,0.9618,0.0033,48.94,64.94,32.69,48.87,BBB,48.85,238.71,34.45,India,India_Energy,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.0597,-0.07242,-0.11499,-0.21319,0.023217,0.019999,-0.06958,-0.1342,50.05,-4.58334,-0.59316,0.8992,223.88,36.04,5.212,145.38,5.9984204026009875,-1.7993304402325123,-0.6377672504015527,-0.3591507549461721,#f39c12,0.1,0.739,2026-04-27
GBG.L,0,Low,29.927,0.8665,0.1302,0.0033,61.56,62.61,86.28,69.29,AA,38.2,111.74,38.14,UK,UK_Technology,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.06335,-0.02356,-0.17939,-0.12833,0.016,0.021599,-0.04235,-0.11231,51.37,-1.52301,-0.8024,2.1787,953.44,188.4,4.0607,203.1,14.48412808723381,7.824595586762561,-5.976156852926299,-0.0504987715033766,#27ae60,0.8333,0.2637,2026-04-27
GD,1,Medium,38.169,0.0507,0.9493,0.0,24.71,51.04,63.28,44.18,BBB,7.63,293.96,31.54,USA,Industrial,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.02242,-0.03743,-0.00451,0.26806,0.011655,0.013998,-0.01723,0.04442,49.51,-1.62312,-0.44037,1.009,367.38,92.75,2.961,348.43,3.5499841446039784,-2.4653950229990085,-0.3226279364538302,0.6931548061601889,#f39c12,0.1579,0.5522,2026-04-27
GDWN.L,0,Low,29.117,0.8412,0.1389,0.0199,54.32,45.28,71.66,56.81,A,19.0,74.93,0.0,UK,UK_Technology,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.03193,-0.47963,-0.47293,0.61647,0.11919,0.072818,-0.46625,-0.27065,52.37,-3494.50292,-0.59418,8.269,27598.47,1806.85,14.2744,12280.0,37.03835004371404,32.00257304041347,-10.871715945943414,4.856771034969881,#27ae60,0.5,0.2335,2026-04-27
GE,1,Medium,45.743,0.0245,0.9755,0.0,41.06,37.76,56.46,44.69,BBB,25.32,371.83,64.28,USA,Industrial,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.05618,-0.10353,-0.08084,0.22993,0.025539,0.02338,-0.07371,-0.01655,51.34,-8.90451,-0.58241,0.5436,345.24,26.6,11.9784,288.6,3.7793563796689384,-2.1756454084203125,-0.0015976787908214,0.3637283253687339,#f39c12,0.4737,0.7143,2026-04-27
GILD,0,Low,24.399,0.9661,0.0339,0.0,71.54,68.83,55.46,65.9,AA,12.87,123.46,32.24,USA,Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.01804,-0.04802,0.15678,0.31006,0.012382,0.018026,-0.01564,0.12644,51.5,-1.36802,-0.30468,0.7559,154.92,46.49,2.3323,138.8,3.9069928138578565,-1.6443452114718724,0.0927254643513365,-2.0927234424991705,#27ae60,0.2105,0.0824,2026-04-27
GLEN.L,1,Medium,40.753,0.0736,0.9264,0.0,31.52,48.21,72.96,48.96,BBB,20.51,327.21,84.12,UK,UK_Materials,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.0364,0.10979,0.35109,0.96781,0.01479,0.023282,0.09139,0.44066,49.95,13.48051,-0.6692,1.1693,577.27,112.21,4.1443,558.0,7.597958173451334,-0.0508455422190238,2.602624933534086,1.2103957516589563,#f39c12,0.1429,0.6099,2026-04-27
GODREJCP.NS,1,Medium,43.256,0.0405,0.9595,0.0,41.8,49.18,39.49,43.32,BBB,37.44,135.33,28.49,India,India_Consumer,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.02027,-0.09118,-0.17574,-0.12248,0.020938,0.017112,-0.10274,-0.12073,51.48,-39.44069,-0.45934,1.3736,1476.34,416.65,2.5434,1029.15,4.159725193671035,-1.8918461282543415,-1.2457461424241605,-0.2824278576339508,#f39c12,0.8,0.6593,2026-04-27
GODREJPROP.NS,0,Low,29.836,0.9481,0.0519,0.0,65.67,52.73,61.42,60.51,AA,24.29,101.69,69.29,India,India_RealEstate,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.0663,-0.0796,-0.24574,-0.3407,0.028039,0.028273,-0.0601,-0.19984,50.66,-48.08723,-0.59507,1.5574,3381.4,560.0,5.0382,1605.0,4.34890890451272,-0.849944866447799,-1.637956021496371,-1.6139154127885718,#27ae60,0.1111,0.2582,2026-04-27
GOOGL,0,Low,22.307,0.9555,0.0445,0.0,62.66,68.15,71.27,66.89,AA,11.69,84.37,30.82,USA,Technology,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.11686,-0.00294,-0.06073,0.76638,0.02107,0.016815,-0.02321,0.14846,50.09,-3.65309,-0.4432,0.8738,343.45,50.85,5.7537,305.46,11.233616162021399,4.053237315100006,7.894310037796303,-2.6560950672090486,#27ae60,0.1379,0.0357,2026-04-27
GRINDWELL.NS,1,Medium,49.218,0.006,0.994,0.0,37.14,43.6,47.29,42.12,BBB,35.17,356.26,59.7,India,India_Industrial,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.06657,-0.07007,-0.08676,-0.15567,0.020243,0.018489,-0.05832,-0.0843,54.02,-43.59013,-0.53411,0.8115,2904.33,399.66,6.267,1461.1,4.589542211452202,-1.2014150147285798,-0.9494091090155296,1.7500183991797482,#f39c12,0.5,0.8104,2026-04-27
GRP.L,1,Medium,37.962,0.1272,0.8564,0.0164,51.7,44.97,55.93,50.95,A,8.55,392.19,68.86,UK,UK_Utilities,HOLD and MONITOR,Reduce by 10-15%,YELLOW,Monthly,Needs Improvement,Conditional,"Average ESG practices, some controversies detected",,0.0115,0.02538,0.07397,0.04453,0.020047,0.017434,0.06298,0.07561,49.82,0.00496,-0.32829,1.1174,0.95,0.62,0.5183,0.75,10.751414523873501,1.5485233220369157,-0.5530911998078971,1.4159749910211787,#f39c12,0.1,0.5467,2026-04-27
GS,0,Low,31.178,0.9898,0.0102,0.0,56.54,54.12,68.7,59.46,A,31.16,57.12,44.16,USA,Finance,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.07002,0.0386,-0.07074,0.38165,0.018512,0.021341,-0.02196,0.07427,51.15,-1.57159,-0.45621,0.7981,970.75,117.13,7.2875,864.15,3.848952411910707,-1.5515135708227945,-0.0115356593679778,-2.549408057302122,#27ae60,0.8421,0.3159,2026-04-27
GSK.L,0,Low,28.94,0.9279,0.0721,0.0,39.86,77.16,65.54,58.76,A,21.01,83.07,49.54,UK,UK_Healthcare,BUY / HOLD,Increase by 10-15%,GREEN,Quarterly,ESG Compliant,Yes - eligible for ESG green funds,"Strong ESG practices, low carbon, no controversies",,0.02294,0.02846,0.11144,0.49436,0.014422,0.01768,0.03105,0.21258,49.29,6.85675,-0.35439,1.0234,2267.82,1196.86,0.8948,2096.0,12.45911677820553,6.266843439094574,1.1678796664062563,5.099649817390942,#27ae60,0.75,0.228,2026-04-27
